Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,correo de programador,correo de planeador,imagen_observacion,aprobacion programador
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,ESTADO DE CADENAS TABLETOP ,si,CUMPLE,"8/5/2024, 12:12:30","0,1428571429",si,si,si,si,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,TRANSMISIÓN MECÁNICA,si,CUMPLE,"8/5/2024, 12:12:41","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,SISTEMA DE LUBRICACION,si,CUMPLE,"8/5/2024, 12:12:47","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,ESTADO DE BARANDAS Y EMPACKS,si,CUMPLE,"8/5/2024, 12:12:53","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,ESTRUCTURA GENERAL- ANCLAJES ,si,CUMPLE,"8/5/2024, 12:12:58","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,TORNILLERÍA ,si,CUMPLE,"8/5/2024, 12:13:04","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,ESTADO DE CARRETAS  Y PIÑONEAS,si,CUMPLE,"8/5/2024, 12:13:09","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1, ESTADO Y DESGASTE DE RODAMIENTOS Y CHUMACERAS ,si,CUMPLE,"8/5/2024, 12:13:14","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,ESTADO Y DESGASTE DE LAS CURVAS,si,CUMPLE,"8/5/2024, 12:13:20","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,"RUIDO, VIBRACION, CALENTAMIENTO EN LOS MOTORREDUCTORES",si,CUMPLE,"8/5/2024, 12:13:25","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,"REVISION TABLEROS DE POTENCIA Y CONTROL, CONEXIONES Y LIMPIEZA",si,CUMPLE,"8/5/2024, 12:13:31","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,VERIFICACIÓN DEL FUNCIONAMIENTO DE LAS PROTECCIONES,si,CUMPLE,"8/5/2024, 12:13:37","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,REVISION DE SENSORES Y FOTOCELDAS ,si,CUMPLE,"8/5/2024, 12:13:45","0,1428571429",,,,,.,.,CUMPLE,
LINEA DE ENVASADO 12 ONZ,829646,TRANSPORTADOR DE BOTELLAS L2,13336668,INSP. ELECT-MEC TRANSP BEBIDAS ZONA 1,CALENTAMIENTO Y CONEXIONES EN VARIADORES DE VELOCIDAD,si,CUMPLE,"8/5/2024, 12:13:50","0,1428571429",,,,,.,.,CUMPLE,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,VERIFICAR MEDIDOR DIGITAL DE CONSUMO             (35 KG/H),,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,REVISION DE FUGAS DE CO2,,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,FUNCIONAMIENTO DE LAS MOTOBOMBAS,,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,VERIFICAR ESTADO DE LAS REJILLAS,,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,"VERIFICAR ESTADO DE ESTRUCTURAS,  PLATAFORMAS Y ESCALERAS",,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,VERIFICACIÓN NIVEL DE CAUDAL                         (400-500 SCFH),,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,VERIFICAR ESTADO DE MANGUERAS,,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,REVISAR MANOMETROS DE LAS BOMBAS,,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,REVISIÓN MANÓMETROS DE ENTRADA CO2                     (10 -20 PSI),,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,VERIFICAR ESTADO DE LAS VALVULAS DE ENTRADA DE CO2,,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,SISTEMA EN AUTOMATICO,,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,INSPECCION DEL SISTEMA EN GENERAL,,,,"0,1538461538",,,,,,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,207428,PLANTA AGUAS RESIDUALES,13342115,INSPECCIÓN ELECT-MEC SEMANAL PTAR,ASEO GENERAL DIQUE Y ZONAS ALEDAÑAS,,,,"0,1538461538",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,589667,CODIFICADOR BOLSA LINEA BAG IN BOX POSTM,13342169,INSPECCIÓN SEMANAL CODIFICADOR B&B AOCHI,INSPECCIÓN SEMANALCODIFICADOR BOLSA LINEA BAG IN BOX POSTM,,,,1,,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,71021004,CODIFICADOR BIB,13342060,INSPECCIÓN SEMANAL CODIFICADOR B&B,INSPECCIÓN SEMANALCODIFICADOR BIB,,,,1,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,"FUGAS DE AIRE, ACEITE, AGUA, AMONIACO",,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,FUNCIONAMIENTO DE VENTILADORES,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,FUNCIONAMIENTO DE MOTORES Y BOMBAS,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,REVISIÓN DE POLEAS Y CORREAS,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,REVISIÓN MANOMETRO PRESIÓN DE ENTRADA DE AMONIACO (150-170 PSI]),,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,NIVEL DE AMONIACO EN EL TANQUE SUPERIOR AL 50%,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,ESTADO DE LAS BASE DE HIERRO Y CONCRETO,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,ESTADO Y ASEO ELIMINADORES DE GOTA,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,ESTADO CILINDROS DE AMONIACO,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638533,CONDENSADOR EVAPORATIVO NRO 1,13342073,INSPECCIÓN ELE-MEC SEMANAL CONDENSAD # 1,PRESIÓN DEL TANQUE DE AMONIACO,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,"FUGAS DE AIRE, ACEITE, AGUA, AMONIACO",,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,FUNCIONAMIENTO DE VENTILADORES,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,FUNCIONAMIENTO DE MOTORES Y BOMBAS,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,REVISIÓN DE POLEAS Y CORREAS,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,REVISIÓN MANOMETRO PRESIÓN DE ENTRADA DE AMONIACO (150-170 PSI]),,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,NIVEL DE AMONIACO EN EL TANQUE SUPERIOR AL 50%,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,ESTADO DE LAS BASE DE HIERRO Y CONCRETO,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,ESTADO Y ASEO ELIMINADORES DE GOTA,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,ESTADO CILINDROS DE AMONIACO,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638534,CONDENSADOR EVAPORATIVO NRO 2,13342074,INSPECCIÓN ELECT-MEC SEMANAL CONDENSA #2,PRESIÓN DEL TANQUE DE AMONIACO,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,"FUGAS DE AIRE, ACEITE, AGUA, AMONIACO",,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,FUNCIONAMIENTO DE VENTILADORES,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,FUNCIONAMIENTO DE MOTORES Y BOMBAS,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,REVISIÓN DE POLEAS Y CORREAS,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,REVISIÓN MANOMETRO PRESIÓN DE ENTRADA DE AMONIACO (150-170 PSI]),,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,NIVEL DE AMONIACO EN EL TANQUE SUPERIOR AL 50%,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,ESTADO DE LAS BASE DE HIERRO Y CONCRETO,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,ESTADO Y ASEO ELIMINADORES DE GOTA,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,ESTADO CILINDROS DE AMONIACO,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638568,CONDENSADOR EVAPORATIVO NRO.3,13342075,INSPECCIÓN ELEC- MEC SEMANAL CONDENSA #3,PRESIÓN DEL TANQUE DE AMONIACO,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689644,EQUIPOS AUXILIARES,13336965,INSPECCIÓN SEMANAL RED CO2,RED DE CO2,,,,1,,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,VERIFICAR ESTADO DE LAS PLATAFORMAS,,,,"0,1",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,"REVISAR ESTADO DE LOS ACTUADORES (DESAJUSTE, FUGAS, ETC.)",,,,"0,1",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,"REVISAR ESTADO DE LOS MANOMETROS, PRESION EN 70 PSI",,,,"0,1",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,REVISAR FUGAS DE AIRE,,,,"0,1",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,ESTADO DE LAS TUBERIAS,,,,"0,1",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,ESTADO TINA JARABE 2500 L,,,,"0,1",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,VERIFICAR FUNCIONAMIENTO BOMBA,,,,"0,1",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,VERIFICAR ESTADO Y FUNCIONAMIENTO DE LA LLENADORA,,,,"0,1",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,REVISAR ESTADO TRANSPORTE DE RODILLOS,,,,"0,1",,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,710210,LLENADORA DE BOLSAS BAG IN BOX,13342039,INSPECCIÓN SEMANAL LLENADORA B&B,LAVADO FILTROS UMAS,,,,"0,1",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903301,TANQUE ALMACENAMIENTO AMONIACO,13342062,INSPECCIÓN SEMANAL TK AMONIACO,INSPECCIÓN SEMANALTANQUE ALMACENAMIENTO AMONIACO,,,,1,,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,13342061,INSPECCIÓN ELE-MEC SEMANAL CUARTO BOMBAS,ESTADO DE LAS BASES,,,,"0,3333333333",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,13342061,INSPECCIÓN ELE-MEC SEMANAL CUARTO BOMBAS,ESTADO DE LOS INDICADORES DE PRESION,,,,"0,3333333333",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,13342061,INSPECCIÓN ELE-MEC SEMANAL CUARTO BOMBAS,"FUNCIONAMIENTO DE MOTORES, BOMBAS",,,,"0,3333333333",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,13342061,INSPECCIÓN ELE-MEC SEMANAL CUARTO BOMBAS,ASPECTO GENERAL DEL TANQUE,,,,"0,3333333333",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,13342061,INSPECCIÓN ELE-MEC SEMANAL CUARTO BOMBAS,ESTADO DE LOS MOTORES Y SUS VENTILADORES,,,,"0,3333333333",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,13342061,INSPECCIÓN ELE-MEC SEMANAL CUARTO BOMBAS,REVISAR FUGAS DE AGUA ,,,,"0,3333333333",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,13342061,INSPECCIÓN ELE-MEC SEMANAL CUARTO BOMBAS,ESTADO ESTRUCTURA EN GENERAL,,,,"0,3333333333",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,13342061,INSPECCIÓN ELE-MEC SEMANAL CUARTO BOMBAS,REVISAR BOMBA DE ACHIQUE,,,,"0,3333333333",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,62903303,CUARTO BOMBAS ENFRIAMIENTO,13342061,INSPECCIÓN ELE-MEC SEMANAL CUARTO BOMBAS,"LIMPIEZA DE FILTRO EN LINEA SUCCIÓN DE 
BOMBAS",,,,"0,3333333333",,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,68963203,RED DE GAS NATURAL,13342178,INSPECCIÓN SEMANAL RED DE GAS NATURAL,INSPECCIÓN SEMANALRED DE GAS NATURAL,,,,1,,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,71021001,APLICADOR DE HOT MELT,13342057,INSPECCIÓN SEMANAL APLICADOR HOTMEAL B&B,INSPECCIÓN SEMANALAPLICADOR DE HOT MELT,,,,1,,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,71021002,TRANSPORTADOR DE RODILLOS,13342058,INSPECCIÓN SEMANAL TRANSP DE RODILLOS,INSPECCIÓN SEMANALTRANSPORTADOR DE RODILLOS,,,,1,,,,,,,,
LINEA ENVASADO BAG IN BOX POSTMIX,71021003,TANQUE PARA JARABE,13342059,INSPECCIÓN SEMANAL TK PARA JARABES B&B,INSPECCIÓN SEMANALTANQUE PARA JARABE,,,,1,,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,829862,TRANSPORTADOR DE AZUCAR TIPO TORNILLO,13341990,INSPECCIÓN SEMANAL TRANSP DE AZUCAR TORN,INSPECCIÓN SEMANALTRANSPORTADOR DE AZUCAR TIPO TORNILLO,,,,1,,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963128,PUENTE GRÚA TIPO MONORIEL,13341993,INSPECCIÓN SEMANAL PUENTE GRÚA,Control remoto: Inspeccionar estado general del control remoto y su bateria.,,,,"0,25",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963128,PUENTE GRÚA TIPO MONORIEL,13341993,INSPECCIÓN SEMANAL PUENTE GRÚA,Estado general: Inpeccionar el estado general del riel de producción de energía.,,,,"0,25",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963128,PUENTE GRÚA TIPO MONORIEL,13341993,INSPECCIÓN SEMANAL PUENTE GRÚA,"Motores: Inspeccionar estado de los motores: ruido, temperatura, corriente y  estado de la instalación eléctrica.",,,,"0,25",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963128,PUENTE GRÚA TIPO MONORIEL,13341993,INSPECCIÓN SEMANAL PUENTE GRÚA,"Motores: Inspeccionar estado de los motores: conexiones, estado de la bornera, limpieza y anclaje de la base del motor.",,,,"0,25",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,13342007,INSPECCIÓN SEMANAL PLACA FILTROX,"Sensores: Inspeccionar estado general de los sensores del tanque, sus conexiones y su funcionamiento.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,13342007,INSPECCIÓN SEMANAL PLACA FILTROX,"Motores de las placas: Inspeccionar estado de los motores de las placas: ruido, temperatura, corriente y  estado de la instalación eléctrica. Inspeccionar estado del final de carrera.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,13342007,INSPECCIÓN SEMANAL PLACA FILTROX,"Motores de las bombas: Inspeccionar estado de los motores de las placas: conexiones, estado de la bornera, limpieza y anclaje de la base del motor. Inspeccionar estado de la guarda de protección del motor. Inspeccionar estado del final de carrera.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,13342007,INSPECCIÓN SEMANAL PLACA FILTROX,Estado general: Inpeccionar el estado general del tanque y verificar la ausencia de fugas.,,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,13342007,INSPECCIÓN SEMANAL PLACA FILTROX,"Válvulas manuales y tomamuestras: Inspeccionar el estado general de las válvulas, su funcionamiento y anclaje a la tuberia. Inspeccionar el estado general de los toma muestras, su funcionamiento y ausencia de fugas.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,13342007,INSPECCIÓN SEMANAL PLACA FILTROX,Mangueras neumáticas: Inspeccionar estado general de las mangueras. Verificar la ausencia de fugas de aire.,,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,13342007,INSPECCIÓN SEMANAL PLACA FILTROX,Unidad de mantenimiento: Inspeccionar estado general de la unidad de mantenimiento y del tren de filtración su conexión al sistema. Inspeccionar la ausencia de fugas de aire,,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,13342007,INSPECCIÓN SEMANAL PLACA FILTROX,"Bloque de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963511,FILTRO DE PLACAS FILTROX,13342007,INSPECCIÓN SEMANAL PLACA FILTROX,"Línea de adición de tierras:Inspeccionar estado general de los sensores de flujo y turbidez y de sus controladores, sus conexiones, su funcionamiento y el estado de la pantalla. Inspeccionar el estado y funcionamiento de la lampara de la tuberia. Inspeccionar el estado del actuador tipo tomamuestra y su funcionamiento.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963605,UNIDAD DISOLUTORA,13342027,INSPECCIÓN SEMANAL UNIDAD DISOLUTARA,"Actuador proporcional: ruido, temperatura, corriente y  estado de la instalación eléctrica.Inspeccionar el funcionamiento del actuador en modo automático y manual. ",,,,"0,0714285714",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963605,UNIDAD DISOLUTORA,13342027,INSPECCIÓN SEMANAL UNIDAD DISOLUTARA,Manómetros: Inspeccionar estado general de los manómetros y su conexión al sistema.,,,,"0,0714285714",,,,,,,,
