Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,aprobacion programador,correo de programador,correo de planeador,imagen_observacion,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,CARRETAS Y PIÑONES,si,CUMPLE,"11/5/2024, 12:37:14","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,CADENAS TABLETOP,si,CUMPLE,"11/5/2024, 12:37:23","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,TEFLONES Y TORNILLERÍA,si,CUMPLE,"11/5/2024, 12:37:28","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,MOTOREDUCTORES,si,CUMPLE,"11/5/2024, 12:37:32","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,TABLERO ELECTRICO,si,CUMPLE,"11/5/2024, 12:37:37","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,LUBRICACIÓN,si,CUMPLE,"11/5/2024, 12:37:42","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,LIMPIEZA Y EXCESO DE LUBRICACION ,si,CUMPLE,"11/5/2024, 12:37:46","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,CHUMACERAS,si,CUMPLE,"11/5/2024, 12:37:51","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,PINTURA-OXIDACION ,si,CUMPLE,"11/5/2024, 12:37:58","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,BOQUILLAS LUBRICACION,si,CUMPLE,"11/5/2024, 12:38:03","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,BANDEJAS ELECTRICAS,si,CUMPLE,"11/5/2024, 12:38:07","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,EJES Y PIÑONES (TRANSMISION),si,CUMPLE,"9/5/2024, 9:12:18","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,CARRETAS Y PIÑONES,si,CUMPLE,"9/5/2024, 9:12:55","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,CADENAS TABLETOP,si,CUMPLE,"9/5/2024, 9:13:06","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,TEFLONES Y TORNILLERÍA,si,CUMPLE,"9/5/2024, 9:13:30","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,MOTOREDUCTORES,si,CUMPLE,"9/5/2024, 9:13:39","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,TABLERO ELECTRICO,si,CUMPLE,"9/5/2024, 9:13:51","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,LUBRICACIÓN,si,CUMPLE,"9/5/2024, 9:14:09","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,LIMPIEZA Y EXCESO DE LUBRICACION ,si,CUMPLE,"9/5/2024, 9:14:25","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,CHUMACERAS,si,CUMPLE,"9/5/2024, 9:14:38","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829633,TRANSPORTADOR DE BOTELLAS,13345425,Inspeccion semanal,PINTURA-OXIDACION ,si,CUMPLE,"9/5/2024, 9:14:52","0,0909090909",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,13345338,Inspeccion semanal,BANDEJAS ELECTRICAS,si,CUMPLE,"11/5/2024, 12:38:16","0,0833333333",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,EJES Y PIÑONES ,si,CUMPLE,"14/5/2024, 9:46:55","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,CARRETAS Y PIÑONES CARDANICOS,si,CUMPLE,"14/5/2024, 9:47:06","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,CADENAS TABLETOP,si,CUMPLE,"14/5/2024, 9:47:10","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,TEFLONES Y TORNILLERÍA,si,CUMPLE,"14/5/2024, 9:47:16","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,MOTOREDUCTORES,si,CUMPLE,"14/5/2024, 9:47:18","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,TABLERO ELECTRICO,si,CUMPLE,"14/5/2024, 9:47:22","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,SOPORTES,si,CUMPLE,"14/5/2024, 9:47:26","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,LUBRICACION,si,CUMPLE,"14/5/2024, 9:47:30","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,LIMPIEZA Y EXCESO DE LUBRICACION ,si,CUMPLE,"14/5/2024, 9:47:34","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,BOQUILLAS DE LUBRICACION,si,CUMPLE,"14/5/2024, 9:47:39","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,CHUMACERAS,si,CUMPLE,"14/5/2024, 9:47:43","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,OXIDACION ,si,CUMPLE,"14/5/2024, 9:47:47","0,0769230769",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829822,TRANSPORTADOR DE CAJAS,13345247,Inspeccion semanal,BANDEJAS ELECTRICAS,si,CUMPLE,"14/5/2024, 9:47:51","0,0769230769",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,MOTOR ELECTRICO,si,CUMPLE,"15/5/2024, 16:22:09","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,TABLERO ELECTRICO,si,CUMPLE,"15/5/2024, 16:22:12","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,SISTEMA DE SEGURIDAD,si,CUMPLE,"15/5/2024, 16:22:17","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,FUGAS DE AIRE ACEITE,si,CUMPLE,"15/5/2024, 16:22:20","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,TANQUE PULMON,si,,,"0,0384615385",si,,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,ESTADO DE TUBERÍAS,si,CUMPLE,"15/5/2024, 16:22:42","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,SENSORES,si,CUMPLE,"15/5/2024, 16:22:46","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,VALVULA DE SEGURIDAD,si,CUMPLE,"15/5/2024, 16:22:49","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,FILTROS DE AIRE,si,CUMPLE,"15/5/2024, 16:22:55","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,LIMPIEZA DE AREA,si,CUMPLE,"15/5/2024, 16:22:59","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,PINTURA (OXIDACION),si,CUMPLE,"15/5/2024, 16:23:03","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,LUBRICACION,si,CUMPLE,"15/5/2024, 16:23:07","0,0384615385",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649558,COMPRESOR DE AIRE AGUA CRISTAL,13304157,Inspeccion semanal,LIMPIEZA Y EXCESO DE LUBRICACION ,si,CUMPLE,"15/5/2024, 16:23:11","0,0384615385",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,ESTRELLAS Y GUIAS,si,CUMPLE,"20/5/2024, 8:52:38","0,0476190476",si,.,.,CUMPLE,si,si,si,si
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,ARBOL CORONADOR,si,CUMPLE,"20/5/2024, 8:52:50","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,PISTONES ELEVADORES,si,CUMPLE,"20/5/2024, 8:53:08","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,SISTEMA NEUMATICO,si,CUMPLE,"20/5/2024, 8:53:28","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,SISTEMA ELECTRICO,si,CUMPLE,"20/5/2024, 8:53:39","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,SISTEMA TRANSMISOR,si,CUMPLE,"20/5/2024, 8:54:03","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,SISTEMA DE SEGURIDAD,si,CUMPLE,"20/5/2024, 8:54:24","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,VALVULAS DE LLENADO,si,CUMPLE,"20/5/2024, 8:54:49","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,MARIPOSAS,si,CUMPLE,"20/5/2024, 8:55:01","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,CENTRADORES,si,CUMPLE,"20/5/2024, 8:55:21","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,ESTADO SINFÍN ENTRADA,si,CUMPLE,"20/5/2024, 8:55:40","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,SENSORES,si,CUMPLE,"20/5/2024, 8:55:52","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,TABLERO DE CONTROL,si,CUMPLE,"20/5/2024, 8:56:11","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,ABRIDOR Y CERRADOR DE VALVULAS,si,CUMPLE,"20/5/2024, 8:56:26","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,TAZON,si,CUMPLE,"20/5/2024, 8:56:50","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,SISTEMA ELEVADOR DEL TAZON,si,CUMPLE,"20/5/2024, 8:57:06","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,MANOMETROS Y TERMOMETROS,si,CUMPLE,"20/5/2024, 8:57:29","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,PINTURA (OXIDACION),si,CUMPLE,"20/5/2024, 8:57:52","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,ACCIONADOR DE PISTON,si,CUMPLE,"20/5/2024, 8:58:30","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,LUBRICACION,si,CUMPLE,"20/5/2024, 8:58:48","0,0476190476",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518558,LLENADORA,13345224,Inspección semanal Llenadora Bot. 518558,LIMPIEZA EXCESO LUBRICACION,si,CUMPLE,"20/5/2024, 8:59:09","0,0476190476",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,589656,CODIFICADOR,13345241,Inspeccion semanal,ACOMETIDA ELECTRICA,si,CUMPLE,"15/5/2024, 9:45:16","0,0625",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,589656,CODIFICADOR,13345241,Inspeccion semanal,ESTADO DEL CABEZAL,si,CUMPLE,"15/5/2024, 9:45:21","0,0625",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,589656,CODIFICADOR,13345241,Inspeccion semanal,SISTEMA DE VALVULA,si,CUMPLE,"15/5/2024, 9:45:24","0,0625",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,589656,CODIFICADOR,13345241,Inspeccion semanal,SISTEMA DE SEGURIDAD,si,CUMPLE,"15/5/2024, 9:45:28","0,0625",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,589656,CODIFICADOR,13345241,Inspeccion semanal,ESTADO DEL MUEBLE,si,CUMPLE,"15/5/2024, 9:45:32","0,0625",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,589656,CODIFICADOR,13345241,Inspeccion semanal,NIVELES DE TINTA Y SOLVENTE,si,CUMPLE,"15/5/2024, 9:45:36","0,0625",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,589656,CODIFICADOR,13345241,Inspeccion semanal,SECADOR DE BOTELLAS,si,CUMPLE,"15/5/2024, 9:45:39","0,0625",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,589656,CODIFICADOR,13345241,Inspeccion semanal,PINTURA (OXIDACIÓN),si,CUMPLE,"15/5/2024, 9:45:43","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,RUEDA ESTRELLA,si,CUMPLE,"11/5/2024, 7:26:09","0,0625",si,.,.,CUMPLE,si,si,si,si
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,BOMBA DE VACIO,si,CUMPLE,"11/5/2024, 7:26:30","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,SISTEMA NEUMATICO,si,CUMPLE,"11/5/2024, 7:26:44","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,SISTEMA ELECTRICO,si,CUMPLE,"11/5/2024, 7:26:51","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,"LENTES(BASE, LABIO)",si,CUMPLE,"11/5/2024, 7:27:14","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,LUBRICACION,si,CUMPLE,"11/5/2024, 7:27:23","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,VIDRIO,si,CUMPLE,"11/5/2024, 7:27:33","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,MOTORES ELECTRICOS,si,CUMPLE,"11/5/2024, 7:27:39","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,SISTEMA DE RECHAZO,si,CUMPLE,"11/5/2024, 7:27:43","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,ESTADO DE CHUPAS,si,CUMPLE,"11/5/2024, 7:27:49","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,"TRIGGER LABIO, BASE",si,CUMPLE,"11/5/2024, 7:27:54","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,FOTOCELDA DE ENTRADA,si,CUMPLE,"11/5/2024, 7:27:59","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,PANEL DE CONTROL,si,CUMPLE,"11/5/2024, 7:28:06","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,GUIAS,si,CUMPLE,"11/5/2024, 7:28:11","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,LIMPIEZA DE EQUIPO,si,CUMPLE,"11/5/2024, 7:28:14","0,0625",si,.,.,CUMPLE,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",599577,INSPECTOR ELECTRONICO,13345222,Inspeccion semanal,PINTURA (OXIDACIÓN),si,"Motores de transporte con pintura deteriorada 
.
.
.
.
.
.
.",,"0,0625",si,TEST programador ,Carlos andres vergara rivero.,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/AiVthOaUyrB27gg7WJuR/pub/fU3KwKpmu7rVB2FzW9zR.jpg,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,679340,PLANTA ELECTRICA,13345274,Inspección semanal,PRUEBA DE ENCENDIDO,si,CUMPLE,"15/5/2024, 16:44:32","0,1428571429",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,679340,PLANTA ELECTRICA,13345274,Inspección semanal,FUGA Y ESCAPES,si,CUMPLE,"15/5/2024, 16:44:38","0,1428571429",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,679340,PLANTA ELECTRICA,13345274,Inspección semanal,NIVEL DE ACEITE,si,CUMPLE,"15/5/2024, 16:44:42","0,1428571429",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,679340,PLANTA ELECTRICA,13345274,Inspección semanal,MOTOR,si,CUMPLE,"15/5/2024, 16:44:47","0,1428571429",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,679340,PLANTA ELECTRICA,13345274,Inspección semanal,NIVEL DE ACPM,si,CUMPLE,"15/5/2024, 16:44:51","0,1428571429",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,679340,PLANTA ELECTRICA,13345274,Inspección semanal,LIMPIEZA DEL AREA,si,CUMPLE,"15/5/2024, 16:44:57","0,1428571429",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,679340,PLANTA ELECTRICA,13345274,Inspección semanal,PINTURA (OXIDACION),si,CUMPLE,"15/5/2024, 16:45:02","0,1428571429",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709916,TANQUE Y BASCULA DE CO2,13345386,Inspeccion semanal,"REVISION DE FUGAS, FUNCIONAMIENTO DE TANQUE Y EVAPORADOR ",si,CUMPLE,"15/5/2024, 16:24:20","0,2",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709916,TANQUE Y BASCULA DE CO2,13345386,Inspeccion semanal,REVISION DE ACUMULACION DE HIELO EN TUBERIAS ,si,CUMPLE,"15/5/2024, 16:24:24","0,2",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709916,TANQUE Y BASCULA DE CO2,13345386,Inspeccion semanal,INSPECCION DE VALVULAS DE ALIVIO DE PRESION DEL TANQUE,si,CUMPLE,"15/5/2024, 16:24:28","0,2",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709916,TANQUE Y BASCULA DE CO2,13345386,Inspeccion semanal,VERIFICACION DE PRESION DEL TANQUE,si,CUMPLE,"15/5/2024, 16:24:34","0,2",si,.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709916,TANQUE Y BASCULA DE CO2,13345386,Inspeccion semanal,CAMBIO CARTUCHOS ENTRADA DEL CARBONATADOR,si,CUMPLE,"15/5/2024, 16:24:38","0,2",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710042,LAVADORA DE HUACALES,13345373,Inspeccion semanal,TABLERO ELECTRICO,si,CUMPLE,"15/5/2024, 9:45:50","0,05",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710042,LAVADORA DE HUACALES,13345373,Inspeccion semanal,MOTORREDUCTORES,si,CUMPLE,"15/5/2024, 9:45:54","0,05",si,.,.,CUMPLE,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710042,LAVADORA DE HUACALES,13345373,Inspeccion semanal,TUBERIAS Y VALVULAS,si,CUMPLE,"15/5/2024, 9:46:00","0,05",si,.,.,CUMPLE,,,,
